암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,SunStart,SunEnd,MonStart,MonEnd,TuesStart,TuesEnd,WedStart,WedEnd,ThursStart,ThursEnd,FriStart,FriEnd,SatStart,SatEnd
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,논현우리한의원,홈플러스,우리은행 건물 5층,홈플러스대각선 건너편 우리은행5층,30,N,진료본 환자에 한하여 주차 무료,휴진,9시-1시,N,,,N,,,,,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNjEjJDEjJDAjJDgz,백두산한의원,대우마이빌오피스텔  1층상가,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,,,0930,1900,0930,2000,0930,1900,0930,2000,0930,1900,0930,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,오석종한의원,세종빌딩 국민은행,춘의사거리 버스정류장에서 내려 3층,3m,5,N,,휴진,휴진,N,,,N,,,13시30분~14시30분,13시30분~14시30분,10시00분~18시00분,10시00분~15시30분,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1700
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,명성준한의원,만수여자중학교,길건너 바로 2층,,0,Y,주차장_만수시장공영주차장(자세한 사항은 한의원에 연락주세요),휴무,휴무,N,,,N,,,13시00분~14시00분,,,,,,0930,1900,0930,1900,0930,1900,1400,2000,0930,1900,0930,1300
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,오한의원,,,,30,N,,전부휴진,휴진,N,,,N,,,13시00분~14시00분,,10시00분~17시30분,10시00분~13시00분,,,1000,1830,1000,1830,1400,1830,1000,1830,1000,1830,1000,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,안세한의원,석바위 4거리에서 구시민회관방향으로 50m,,,50,N,,정상근무 (오전10시~오후5시),휴진,N,,,N,,,오후 1시~2시,오후 1시~2시,,,1000,1700,,,1000,1800,1000,1800,1000,1800,1000,1800,0930,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,튼튼마디한의원,동수원cgv영화관,영화관우측바로옆 아트박스건물 4층,10m,10,N,RV차량은 제외,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,09시30분~17시30분,9시30분~13시30분,,,0930,1800,0930,1800,0930,1800,1400,1800,0930,1800,0900,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,부천경희한의원,계양구청,구청 후문 맞은편 대림프라자건물 (우리은행 4층),도보 10분이내,,,,전부휴진,전부휴진,N,,,N,,,13시00분 ~14시00분,13시00분~14시00분,09시40분~18시00분,09시40분~14시30분,,,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,1000,1500
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,경희베스트한의원,코스트코 옆 건물,,,0,Y,,전부 휴진,전부 휴진,N,,,N,,,오후01시~오후02시,,09:30 ~18:00,09:30 ~ 13:00,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,청운한의원,버스터미널,직선,300미터,8,N,,휴진,정상영업 국경일임시휴일은정상진료       일요일만휴진,N,,,N,,,없음,없음,진료시간동일,진료시간동일,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,필부취한의원,,,,2,N,,,,N,,,N,,,13시00~14시00분,13시00분~14시00분,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,경진한의원,수원팔달문 백병원,북쪽으로,10m,10,N,병원진료시간은 무료 (주차는 한우물주차장),휴무,10시~16시,N,,,N,,,13시~14시,13시~14시,10시~19시,10시~16시,,,1000,1900,1000,1900,1000,1900,1000,1900,1010,1900,1000,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,중앙한의원,중앙한의원(대원로36번지),"오산역 1번출구에서, 운암 5단지 방향(우먼필 산부인과 옆)",도보 3분,5,N,만차시 가로주차 후 데스크 문의,전부휴진,휴진,N,,,N,,,13시00분~14시00분,,09시00분~16시30분,09시~14시,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,다솜한의원,이마트 봉담점 맞은편,,,150,N,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,청강한의원,,,,,,,휴진,휴진,N,,,N,,,13~14시,13~14,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,불암산한의원,"덕송초등학교, 남양주보훈요양원(22년3월 개통예정인 4호선 별내별가람역 3번출구에서 직진 60m)",현대아이파크2차,250m,24,N,,전부휴진,일부휴진,N,,,N,,,12시00분(접수 마감)~14시00분,,09시00분~18시00분(18:00 접수마감),09시00분~14시00,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz,경희한의원,"축협,고속버스터미널,",,50m,10,N,,전부 휴진,전부 휴진,N,,,N,,,12:30분~14:00분,점심시간없음,"오전 - 점심시간전 30분전, 오후- 18:00 까지",13: 15분까지,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNjEjJDEjJDQjJDgz,성모한의원,주엽역,6번 출구,강선공원 길 걸어서 5분이내 강선마을6단지 옆,5,N,오후5시까지 도로변 주차 가능,휴진,휴진,N,,,N,,,13시00분~14시00분,,09시00분~17시,09시00분~12시,,,0900,1700,0900,1700,0900,1700,0900,1700,0900,1700,0900,1200
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ2MiQyNjEwMDIjODEjJDEjJDIjJDgz,신선한의원,농수산물 도매시장,관리공사방향,10미터,10,N,2층한의원앞까지 주차가능합니다 . 2층으로 차를 가지고 올라오세요,휴진,13시까지 진료,N,,,N,,,12시30분~13시 30분,동일,,,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1530
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNjEjJDEjJDgjJDgz,봉담한의원,봉담읍사무소,봉담읍사무소 맞은편 GS25 같은건물 뒷쪽,10m이내,15,N,,전부휴진,전부휴진,N,,,N,,,13시 00분 ~ 14시 00분,,09시 30분 ~ 18시 30분,09시 30분 ~ 13시 30분,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,동천한의원,정발초등학교,학교 정문에서 좌측 대각선,50m,8,N,"주차장이 협소하므로, 주위 아파트나 파출소 주차장 이용.",전부 휴진,"수요일만 아니면, 토요일 진료에 준함.",N,,,N,,,13:00 - 14:00,,오전은 11시까지.  오후는 예약 진료.,"예약 진료 없이,  오전 11시 까지.",,,0900,1830,0900,1830,,,0900,1830,0900,1830,0900,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,갑자원 한의원,,,,3,N,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,점심시간 없음,,,,,0930,1800,0930,1800,0930,1800,1400,1800,0930,1800,0900,1300
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,발안한의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,09시30분~18시 30분,09시30분~13시30분,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,부부한의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,,,,,1000,1800,1000,1800,1000,1800,,,1000,1800,1000,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,감초당한의원,4호선 산본역 서부사거리,2단지쪽 코너,,5,N,"대형차, SUV는 주차 불가",전부 휴진,전부 휴진,N,,,N,,,13시00~14:00,,,,,,0930,1900,0930,1900,0930,1900,,,0930,1900,0930,1300
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ5OSQyNjEyMjIjNDEjJDEjJDgjJDgz,명성한의원,,,,,,,,,N,,,N,,,13:00~14:00,,09:30~18:30,09:30~14:00,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,오전한의원,의왕시 오전로209 흥명상가,,,10,N,,휴진,휴진,N,,,N,,,13시:00분~14시:00분,,09시:00분~18시:00,09시:00분~13시:00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,평강한의원,,,,4,N,주차장만차시 이중주차 가능,진료함,진료함,N,,,N,,,12시30분~2시,,"오전12시30분마감,오후6시30분 마감",,0930,1330,0930,1830,0930,1830,0930,1830,,,0930,1830,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,자인한의원,판교역,1번출구,100M,5,N,주차장이 복잡해 무료로 발렛서비스를 해드립니다.(1층 현대자동차앞 대로변에서 정차하시면 주차해드립니다),전부 휴진,전부 휴진,N,,,N,,,13시30분~14시 30분,,,,,,0930,2000,0930,2000,0930,1900,0930,2000,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,매화 제중한의원,매화동 정류소 세븐일레븐편의점 방향,세븐일레븐편의점 옆 5미터,매화동정류소 50미터,5,N,,전부휴진,전부휴진,N,,,N,,,13시00~14시00분,,09시00~18시30,09시00분~13시00,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQyIyQ1IyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,석재홍한의원,학익시장 하차(농협건물4층),농협 방향으로,50미터,17,N,농협건물뒤(기계식주차),전부 휴진,휴진(간혹 진료하니 전화문의),N,,,N,,,오후 13시00분~14시00분,,,,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQyIyQxIyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,영광한의원,부개사거리,서울방향,500m,1,N,,전부휴진,오후5시까지 진료,N,,,N,,,13:00-14:00,13:00-14:00,9:30-18:30,9:30-12:30,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,0100,1300
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,인제당중국한의원,농협,맞은편,30미터,2,N,,전부휴진,전부휴진,N,,,N,,,13시~14시,,9시~17시50분,9시~12시50분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,경희닥터권한의원,태산W타워 303호,,,100,N,,전부 휴진,전부 휴진,N,,,N,,,12시30분-14시00분,12시30분-14시00분,9시30분-18시50분,9시30분-15시50분,,,0930,1900,0930,1900,0930,1900,,,0930,1900,0930,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,유림한의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13:00~14:00,점심시간 없음,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,일등한의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,13:00 ~ 14:00,점심시간 없이 진료,,,,,0900,1900,0900,1900,0900,2000,1400,1900,0900,1900,0900,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,아이앤맘한의원,철산역 하이마트,오른쪽 옆 건물,100M,20,N,기계식 주차장,휴진,진료,N,,,N,,,12시30분 ~14시,13시 ~ 14시,10시~ 18시 (화요일은 야간진료로 19시30분),10시 ~ 17시30분,,,1000,1830,1000,2000,1000,1800,1000,1800,1000,1800,1000,1800
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,하얀마음한의원,정원빌딩 1층(세븐일레븐 뒷편),,,3,N,건물 뒷편 이면 도로 주차 가능,휴무,휴무,N,,,N,,,13:00~14:00,점심시간 없음,09:30~18:30,09:30~13:30,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDQjJDgz,청 한의원,청평하나로마트,후문,,,,,전부휴진,국경일 전부휴진,N,,,N,,,12시-13시,,08시30분-17시00분,08시30분-12시30분,,,0830,1700,0830,1700,0830,1700,0830,1700,0830,1700,0830,1230
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,금송아지한의원,,,,1,N,"지하 2층 까지 주차장이 구비되어있으며, 진료후 확인증을 제시해야 주차금액을 징수하지 않습니다.",전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,,,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,보라연한의원,나산초등학교,국민은행 한보라마을 입구방향,300M,30,N,주변 신한은행 전면에 공용주차장이 마련되어 있습니다. 주차대수는 50대 이상입니다.,휴진,휴진,N,,,N,,,오후 1시 - 오후 2시,없음,09시 30분 ~ 18시 00분,09시 30분 ~ 13시 30분,,,0930,1830,0930,1830,0930,1830,0930,2030,0930,1830,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,호매실한의원,,,,20,N,,휴진,휴진,N,,,N,,,13:00 ~ 14: 00,,09:30 ~ 18:30,09:30 ~ 13:00,,,0930,1900,0930,1900,0930,2000,0930,1900,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDgjJDgz,고려한의원,"행신동 무원마을10단지, 신한은행 행신지점",,,20,N,,전부 휴진,"정기공휴일 1시까지(추석,설날 휴진), 대체공휴일 임시공휴일 선거일 정상진료",N,,,N,,,13:00~14:00,없음,8:30~18:30,8:30~12:30,,,0830,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1300
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,서울경희한의원,수지구청,정문에서 다리(백설교) 건너편,150m,15,N,,오전10시부터 오후4시까지 진료 오후1시부터 2시까지 점심시간,오전10시부터 오후4시까지 진료 오후1시부터 2시까지 점심시간,N,,,N,,,13시00분~14시00분,13시00분~14시00분,10시00분~18시00분,10시00분~16시00분,1000,1600,1000,1800,0000,0000,1000,1800,1000,1800,1000,1800,1000,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNjEjJDEjJDgjJDgz,경희행복한한의원,"판교원 11단지 정문 길건너편, 판교박물관 길건너편 코너건물",,,10,N,평일 주차 어려움. 주변주차 단석 가끔함. 미리 연락주시면 주차가능장소를 알려드립니다.,휴진,휴진,N,,,N,,,13시 ~ 14시,,9시30분 ~ 18시30분,9시30분 ~ 14시00분,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,경희하나한의원,신일엘리시움아파트,좌측 서울방향,50m,2,N,,휴무,휴무,N,,,N,,,13시00분~14시00분,,09시00분~18시00분,09시00분~13시30분,,,0900,1830,0900,1830,0900,1830,1400,1830,0900,1830,0900,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,휘담메디마곡한의원,하성면사무소. 하성 신협.,하성면사무소 길 건너편. 하성신협 건물 뒷편.,,5,N,,전부휴진,16시 이후 휴진.,N,,,N,,,12시 30분~13시 30분,12시 30분~13시 30분,09시 00분 - 17시 30분,09시 00분~15시 30분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,푸른솔한의원,인하대학병원 근처 농협 옆  대우아파트 맞은편 백운프라자 맞은편  (숭의역 근처),맞은편,5m,10,N,푸른솔한의원 방문이라고 말씀하시면 됩니다.,오후 1시이후,오후 5시 30분 이후,N,,,N,,,,,09시00분~19시 50분,09시00분~16시 30분,0900,1300,0900,2100,0900,2100,0900,2100,0900,2100,0900,2100,0900,1800
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQyNjE4MzIjODEjJDEjJDIjJDgz,경희누리한의원,,,,40,N,,,,N,,,N,,,13:00 ~ 14:00,13:00 ~ 14:00,09:30 ~ 20:30,09:30 ~ 15:30,,,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,설봉한의원,관고동주민센터(구 세무서),분수대 오거리(시민회관),약 100미터,,,도로변 공영주차장을 이용해 주세요,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시00분~18시00분,09시00분~13시30분,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1430
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz,경희선한의원,우리은행미금역지점,같은건물,미금역2번출구에서 50m직진,,,,휴진,휴진,N,,,N,,,13시 ~ 14시,13시 ~ 14시,홈페이지참고,09시30분~16시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,상하이한의원,기업은행,맞은편,,3,N,주차장이 협소하니 가급적 도보나 대중교통수단 이용이 합리적입니다.,09:30 - 15:00 진료 오후 3시 이후 휴진,전부 휴진,N,,,N,,,,,09 : 30 -18 : 30,09 : 30 -14 : 00,0930,1500,0930,1930,0930,1500,0930,1930,,,0930,1930,0930,1500
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDQjJDgz,밝은덕한의원,올림픽스포츠센터 2층,,,100,N,지하주차장,휴진,휴진,N,,,N,,,오후 12시 30분~오후 14시00분,,,,,,0930,1800,0930,1800,0930,1800,0930,1800,1400,1800,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,청명한의원,용인ic,시내,300미터,10,N,,,,N,,,N,,,12시30분~14시00분,,"09시 45분~12시 15분, 14시00분~18시 15분",,1000,1500,1000,1830,1000,1830,1000,1830,1000,1830,1000,1830,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,일침한의원,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz,허성한의원,진접농협 양지점 옆 지오빌딩,,,2,N,주차공간이 있기는 하나 협소한 편입니다.,전부휴진,전부휴진,N,,,N,,,오후1부터 2시까지,토요일은 점심시간없음,09시30분~19시00분(진료시간 1시간전까지 가능),09시30분~14시,,,0930,1900,0930,1900,0930,1900,0930,1800,0930,1900,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQyIyQ3IyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,분당수내한의원,수내역 2번 출구,정자역 방향,150미터,45,N,2시간까지 무료.,"1,3,5 째 일요일 휴진",4시이후 휴진,N,,,N,,,13시00분 ~ 14시00분,13시00분 ~ 14시00분,09시00분 ~ 18시30분,09시00분 ~ 13시30분,1000,1400,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1600
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,권오삼봄한의원,부천 역곡남부시장 입구,역곡남부역에서 도보,1km,13,N,차단기에서 번호 누루고 들어와야 함,휴진,휴진,N,,,N,,,13:00~14:00,점심시간없음,09:00~18:30(목요일은 09:00~19:30),09:00~13:30,,,0900,1900,0900,1900,0900,1400,0900,2000,0900,1900,0900,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,두침한의원,풍성프라자,수원 영통구 매탄동 1267-3 401호,효원로 363,10,N,무료주차티켓발급합니다.,전부휴진,전부휴진,N,,,N,,,,,09시00분~15시00분,09시00분~15시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,태강한의원,수원시 롯데마트 천천동 지점/ 장안등기소/ 경기서적,,,0,N,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,,,,,0930,2000,0930,2000,0930,2000,1400,2000,0930,2000,0930,1400
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,부원당한의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12시30분~14시00분,,09시30분~17시30분,09시30분~12시00분,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1230
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,하얀마음한의원,,,,,,,,,N,,,N,,,,,,,,,0930,2100,0930,1900,0930,1900,1400,2100,0930,1900,0930,1500
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,일맥한의원,,,,10,N,서현빌딩 본관(하나은행건물)에 주차후 별관5층으로 오시면 됩니다.,전부 휴진,전부 휴진,N,,,N,,,13시30분~14시30분,,10시30분~19시30분,10시30분~14시30분,,,1030,2000,1030,2000,1030,1800,1030,2000,1030,2000,1030,1500
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,침맥한의원,,,,100,N,주차권을 받아 오시면 도장을 찍어 드립니다.,전부 휴진,오전 9시 30분~오후 4시까지,N,,,N,,,,,,,,,,,,,,,,,,,,
