서울ID,주소,요양기관명,전화번호,MonEnd,TuesEnd,WedEnd,ThursEnd,FriEnd,SatEnd,SunEnd,진료시간(공휴일)C,MonStart,TuesStart,WedStart,ThursStart,FriStart,SatStart,SunStart,진료시간(공휴일)S,우편번호1,우편번호2,좌표(X),좌표(Y),작업일시
C1109004,"서울특별시 송파구 올림픽로35길 10, 파크리오 B동 201호 (신천동)",드림약국,02-423-2771,1900,1900,1900,1900,1900,1400,1300,1300,0830,0830,0830,0830,0830,0830,0900,0900,055,07,127.1132652,37.52031368,2024.12.20 17:57
C1104133,서울특별시 강남구 논현로 717,드림약국,02-548-3856,1730,1730,1730,1730,1730,1300,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,060,41,127.0295369,37.51596109,2024.12.20 17:57
C1102017,서울특별시 서대문구 수색로 26 (남가좌동),드림약국,02-302-7111,1830,1830,1830,1830,1830,1400,1300,1300,0800,0800,0800,0800,0800,0800,0900,0900,037,12,126.9157092,37.56918341,2024.12.20 17:57
C1103722,"서울특별시 강북구 덕릉로 136, 2층 (번동, 삼양빌딩)",드림약국,02-853-1854,1900,1900,1900,1900,1900,1600,1300,1300,0830,0830,0830,0830,0830,0900,0900,0900,011,34,127.0287734,37.63485031,2024.12.20 17:57
C1110316,"서울특별시 양천구 목동서로 256, 동문빌딩 1층 (목동)",드림약국,02-2654-9503,1930,1930,1930,1930,1930,1530,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,080,03,126.8692788,37.52459847,2024.12.20 17:57
C1103716,"서울특별시 영등포구 영중로 15, 타임스퀘어 지하1층 128-2호 (영등포동4가)",드림약국,02-2068-1636,2100,2100,2100,2100,2100,2100,2100,2100,1030,1030,1030,1030,1030,1030,1030,1030,073,05,126.903716,37.51723326,2024.12.20 17:57
C1103187,서울특별시 동대문구 천호대로 8 (신설동),드림약국,02-2231-9196,1950,1900,1950,1900,1900,1500,2100,1400,0730,0730,0730,0730,0730,0730,1030,0830,025,86,127.0243298,37.57477977,2024.12.20 17:57
C1104211,서울특별시 성북구 돌곶이로27길 79 (장위동),드림약국,02-916-6222,2000,2000,2000,2000,2000,1600,2100,1400,0830,0830,0830,0830,0830,0830,1030,0830,027,71,127.0519878,37.61005115,2024.12.20 17:57
C1103872,서울특별시 양천구 목동중앙본로 68-1 (목동),드림온누리약국,02-2062-8872,2100,2100,2100,2100,2100,1800,2100,1400,0900,0900,0900,0900,0900,0900,1030,0830,079,75,126.8693314,37.54190765,2024.12.20 17:57
C1110440,"서울특별시 송파구 중대로 126, 1층 101호 (가락동)",드림캐슬약국,070-7576-2226,1900,1900,1900,1900,1900,1400,2100,1400,0900,0900,0900,0900,0900,0900,1030,0830,058,29,127.1222473,37.49399954,2024.12.20 17:57
C1106931,서울특별시 강남구 압구정로 162 (신사동) 1층 107호,드림케어약국,070-8848-2878,1930,2000,1930,1930,2000,1600,2100,1400,0930,0930,0930,0930,0930,0930,1030,0830,060,30,127.027466,37.5263097,2024.12.20 17:57
C1104008,"서울특별시 강동구 아리수로93길 27, 405호(강일동,강일타워)",드림팜약국,02-441-7582,1300,1300,1300,1300,1300,1800,2100,1400,0900,0900,0900,0900,0900,0900,1030,0830,052,11,127.1738157,37.56562257,2024.12.20 17:57
C1109357,"서울특별시 성동구 아차산로 113, 삼진빌딩 3층 303-2호 (성수동2가)",든든약국,02-469-0749,1900,1900,1900,1900,1900,1300,2100,1400,0900,0900,0900,0900,0900,0900,1030,0830,047,94,127.0569339,37.5446931,2024.12.20 17:57
C1101959,"서울특별시 광진구 천호대로 653, 1층 (중곡동)",디딤온누리약국,02-456-9972,2000,1900,1900,1900,2000,1400,2100,1400,0900,0900,0900,0900,0900,0900,1030,0830,049,53,127.0896517,37.55284367,2024.12.20 17:57
C1107634,서울특별시 은평구 수색로 지하 175 1층 003호,디엠씨4번출구약국,02-2039-0190,2200,2200,2200,2200,2200,1800,1800,1800,0900,0900,0900,0900,0900,0900,0900,0900,035,04,126.9019286,37.57716144,2024.12.20 17:57
C1110359,"서울특별시 은평구 수색로 217, 1층 133호 (수색동, 디엠씨 자이1단지)",디엠씨진약국,02-303-6288,2030,2030,2030,2030,2030,1830,1830,1830,0930,0930,0930,0930,0930,0900,0900,0900,035,04,126.8986784,37.57969328,2024.12.20 17:57
C1102945,서울특별시 영등포구 당산로 222,디오빌약국,02-2633-5545,1900,1900,1900,1900,1900,1600,1830,1830,0830,0830,0830,0830,0830,0930,0900,0900,072,14,126.9022911,37.53324478,2024.12.20 17:57
C1109950,"서울특별시 종로구 통일로 134, 디타워(돈의문) 지하1층 (평동)",디타워약국,02-6390-5753,1900,1900,1900,1900,1900,1330,1830,1830,0900,0900,0900,0900,0900,0830,0900,0900,031,81,126.9662555,37.56679969,2024.12.20 17:57
C1107554,"서울특별시 종로구 종로 19, 르메이에르종로타운1 304-1호 (종로1가)",따뜻한약국,0220757333,1930,2000,1900,2000,1900,1330,1830,1830,0900,0900,0900,0900,0900,0830,0900,0900,031,57,126.9799237,37.57084449,2024.12.20 17:57
C1104386,"서울특별시 노원구 화랑로51길 78, 상가동 1층 103호 (공릉동, 비선아파트)",딸기약국,02-978-1430,2000,2000,2000,2000,2000,1700,1830,1830,0900,0900,0900,0900,0900,0850,0900,0900,017,99,127.0878278,37.62581838,2024.12.20 17:57
C1109951,"서울특별시 강동구 천호대로 1116, 1층 103호 (성내동, 라이저강동빌딩)",땡큐약국,070-4184-0026,2000,2000,2000,2000,2030,1510,1830,1830,0900,0900,0900,0900,0900,0900,0900,0900,053,73,127.1351562,37.53460333,2024.12.20 17:57
C1108105,"서울특별시 광진구 뚝섬로 595, 1층 (자양동)",뚝도약국,02-454-3222,2000,2000,2000,2000,2000,1400,1300,1400,0900,0900,0900,0900,0900,0900,0900,0900,050,64,127.0762003,37.53320881,2024.12.20 17:57
C1110287,"서울특별시 성동구 아차산로 15-8, DS빌딩 (성수동1가)",뚝섬1번약국,02-6956-0019,1930,1930,1930,1930,1930,1400,1900,1900,0830,0830,0830,0830,0830,0830,1200,1200,047,89,127.0461684,37.54793599,2024.12.20 17:57
C1107936,"서울특별시 성동구 아차산로 42, 지하1층 (성수동1가)",뚝섬스타약국,02-499-2600,2000,2100,2000,2000,2000,1500,1900,1300,0830,0830,0830,0830,0830,0830,1200,0900,047,79,127.0491001,37.54643473,2024.12.20 17:57
C1108431,"서울특별시 강남구 테헤란로 125, 지하1층 (역삼동)",라라약국,070-7705-7339,2100,2100,2100,2100,2100,2100,1900,1300,1000,1000,1000,1000,1000,1000,1200,0900,061,33,127.03167849762427,37.49960540529676,2024.12.20 17:57
C1107897,"서울특별시 노원구 동일로203가길 29, 271호, 272호 (중계동, 중계브라운스톤)",라라약국,02-948-8823,1830,1830,1830,1830,1830,1400,1900,1300,0830,0830,0830,0830,0830,0830,1200,0900,017,79,127.0642838,37.63987596,2024.12.20 17:57
C1110462,"서울특별시 관악구 남부순환로 1619, 영일빌딩 1층 (신림동)",라라약국,02-000-0000,2000,2000,2000,2000,2000,1800,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,087,54,126.9304986,37.48464068817349,2024.12.20 17:57
C1108155,"서울특별시 강북구 도봉로 295, 1층 (수유동)",라라온누리약국,02-998-1335,1900,1900,1900,1900,1900,1400,1300,1300,0900,0900,0900,0900,0900,0900,0900,0900,010,81,127.0229261,37.63493249,2024.12.20 17:57
C1108458,"서울특별시 송파구 올림픽로8길 20, 잠실아이파크 1층 A115호 (잠실동)",라미약국,02-412-0199,2200,2100,2200,2100,2200,1830,1300,1300,0850,0850,0850,0850,0850,0850,0900,0900,055,61,127.0800609,37.50996336,2024.12.20 17:57
C1109773,"서울특별시 서초구 강남대로 449, 영신빌딩 지하2층 (서초동)",라벤더약국,050-71399-1085,1930,1930,1930,1930,2130,1630,1300,1300,1000,1000,1000,1000,1000,1000,0900,0900,066,11,127.0250754,37.50241867,2024.12.20 17:57
C1107032,서울특별시 강남구 봉은사로 471 (삼성동),희영온누리약국,02-547-1950,1930,1930,1930,1930,1930,1500,1800,1300,0900,0900,0900,0900,0900,0900,1200,0900,060,95,127.0512395,37.51272627,2024.12.20 17:57
C1107323,"서울특별시 강서구 화곡로 166, 1층 (화곡동)",라온365온누리약국,02-2699-6924,2100,2100,2100,2100,2100,1900,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,077,15,126.8400782,37.54130331,2024.12.20 17:57
C1109115,"서울특별시 송파구 올림픽로 240, 잠실지하광장 지하도상가 1호 (잠실동)",라온약국,02-3431-4485,2200,2200,2200,2200,2200,2200,2200,2200,0830,0830,0830,0830,0830,0830,0830,0830,055,54,127.0981418,37.51130961,2024.12.20 17:57
C1108781,"서울특별시 구로구 새말로 97, 신도림테크노마트 사무동 10층 (구로동)",라온약국,02-837-9998,1900,1900,1900,1900,1900,1600,2200,2200,0920,0920,0920,0920,0920,0920,0830,0830,082,88,126.8902273,37.50704384,2024.12.20 17:57
C1110038,"서울특별시 서초구 반포대로 291, 4층 434호 (반포동)",라온약국,02-537-8297,2020,1920,1920,1920,2020,1500,2200,2200,0900,0900,0900,0900,0900,0900,0830,0830,065,06,126.999481,37.50490207,2024.12.20 17:57
C1108962,"서울특별시 강남구 강남대로 318, 1층 (역삼동)",라온약국,02-2193-9100,2130,2130,2130,2130,2130,1730,2200,1800,0840,0840,0840,0840,0840,0900,0830,1000,062,53,127.0311803,37.49156937,2024.12.20 17:57
C1108918,"서울특별시 강동구 성안로 155  (천호동, 강동역두산위브센티움)",라온약국,02-476-1918,1930,1930,1930,1930,1930,1600,2200,1800,0830,0830,0830,0830,0830,0830,0830,1000,053,38,127.1347595,37.53723615,2024.12.20 17:57
C1108778,"서울특별시 관악구 신림로 344, SK허브그린 107,108호 (신림동)",라온온누리약국,02-889-8875,2000,2000,2000,2000,2000,1500,1300,1800,0900,0900,0900,0900,0900,0900,0900,1000,087,54,126.9299772,37.48515017,2024.12.20 17:57
C1109256,"서울특별시 양천구 신월로 179, 1층 (신월동)",라온온누리약국,02-6956-0980,2100,2100,2100,2100,2100,1800,1810,1800,0830,0830,0830,0830,0830,0830,1000,1000,080,30,126.8429804,37.51916268,2024.12.20 17:57
C1103316,"서울특별시 강남구 삼성로149길 32, 102호 (청담동)",라이프약국,02-549-4750,1900,1900,1900,1900,1900,1400,1810,1800,0830,0830,0830,0830,0830,0830,1000,1000,060,62,127.0449393,37.52322427,2024.12.20 17:57
C1109620,"서울특별시 동대문구 사가정로 111-1, 1층 (전농동)",라이프약국,02-2216-0878,1915,1915,1915,1915,1915,1500,1810,1800,0900,0900,0900,0900,0900,0900,1000,1000,025,47,127.0572016,37.57743429,2024.12.20 17:57
C1108904,"서울특별시 마포구 신촌로 190, 1층 (염리동)",라이프약국,02-706-0893,1900,1900,1900,1900,1900,1400,1810,1800,0900,0900,0900,0900,0900,0900,1000,1000,041,13,126.9467072,37.5566078,2024.12.20 17:57
C1110422,"서울특별시 강남구 언주로 563, 원에디션강남 B111호 (역삼동)",라인약국,02-568-3739,1900,2100,2100,2100,2100,1600,1810,1800,0800,0800,0800,0800,0800,0800,1000,1000,061,35,127.0381684,37.50793373,2024.12.20 17:57
C1110161,"서울특별시 광진구 아차산로 375, 크레신타워3차 1층 107호 (구의동)",라인약국,02-453-0770,2000,1900,1900,1900,2000,1400,1810,1800,0900,0900,0900,0900,0900,0900,1000,1000,050,44,127.084368,37.5370799,2024.12.20 17:57
C1104501,서울특별시 강서구 강서로13길 3 (화곡동),라임약국,070-8868-9161,2000,1900,1900,2000,1900,1400,1810,1800,0900,0900,0900,0900,0900,0900,1000,1000,077,74,126.8460479,37.53229575,2024.12.20 17:57
C1100045,"서울특별시 마포구 신촌로 170, 2층 상가 311호(대흥동, 이대역푸르지오시티)",라임약국,02-703-3311,1830,1930,1830,1930,1830,1500,1810,1800,0930,0930,0930,0930,0930,0930,1000,1000,041,04,126.9443618,37.55635786,2024.12.20 17:57
C1103741,"서울특별시 노원구 노해로 485, 101호 (상계동, 금정빌딩)",라임약국,02-939-1394,2100,2100,2100,2100,2100,2000,1810,1800,0900,0900,0900,0900,0900,0900,1000,1000,016,95,127.0619228,37.65487526,2024.12.20 17:57
C1107584,"서울특별시 송파구 마천로 25, 1층 (방이동)",라임약국,02-3432-7582,2000,2000,1300,2000,2000,1400,1810,1800,0830,0830,0830,0830,0830,0830,1000,1000,056,39,127.1239072,37.50968404,2024.12.20 17:57
C1107049,서울특별시 관악구 난곡로 215 (신림동),라임약국,02-857-1779,1900,1900,1900,1900,1900,1400,1810,1800,0900,0900,0900,0900,0900,0900,1000,1000,088,64,126.9175474,37.47372835,2024.12.20 17:57
C1109737,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",라임약국,02-702-5632,2100,2100,2100,2100,2100,1900,1900,1800,0830,0830,0830,0830,0830,1000,1000,1000,043,69,126.9695466,37.5366912,2024.12.20 17:57
C1107407,서울특별시 동작구 여의대방로 142 (대방동),라임약국,02-813-7779,1900,1900,1900,1900,1900,1400,1900,1800,0900,0900,0900,0900,0900,0900,1000,1000,070,55,126.9206869,37.4997407,2024.12.20 17:57
C1108755,"서울특별시 금천구 디지털로9길 56, 코오롱테크노밸리 109호 (가산동)",라임약국,02-867-3776,2000,2000,2000,2000,2000,1500,1900,1500,0800,0800,0800,0800,0800,0930,1000,0930,085,12,126.8868723,37.4804026,2024.12.20 17:57
C1108737,"서울특별시 중구 퇴계로 447, 218-1호 (황학동, 황학 아크로타워)",라임약국,02-2231-6191,1900,1900,1900,1900,1900,1400,1900,1500,0900,0900,0900,0900,0900,0900,1000,0930,045,75,127.0217218,37.56604198,2024.12.20 17:57
C1107482,"서울특별시 서초구 서초중앙로 229, 1층 (반포동)",라임온누리약국,02-554-1390,1900,1900,1900,1900,1900,1500,1900,1500,0830,0830,0830,0830,0830,0900,1000,0930,065,93,127.0113681,37.50211688,2024.12.20 17:57
C1108392,"서울특별시 동작구 상도로 348, 평강빌딩 1층 (상도동)",라파약국,02-817-2846,2100,2100,2100,2100,2100,1600,1900,1500,0900,0900,0900,0900,0900,0900,1000,0930,070,40,126.9524045,37.49722997,2024.12.20 17:57
C1110219,"서울특별시 송파구 천호대로152길 17, 1층 1호 (풍납동)",라파약국,02-488-8878,1830,1830,1300,1830,1830,1300,1900,1500,0900,0900,0900,0900,0900,0900,1000,0930,055,11,127.1216023,37.53736513,2024.12.20 17:57
C1109861,"서울특별시 강서구 강서로 460, 평안빌딩 1층 101호 (등촌동)",라파엘약국,02-3662-3335,1950,1950,1950,1950,1950,1500,1900,1500,0900,0900,0900,0900,0900,0900,1000,0930,075,82,126.841106,37.56632574,2024.12.20 17:57
C1110267,"서울특별시 도봉구 도봉로 630, 1층 (창동)",라파엘약국,02-996-0767,1900,1900,1900,1900,1900,1400,1900,1500,0900,0900,0900,0900,0900,0900,1000,0930,013,97,127.042162,37.66056711,2024.12.20 17:57
C1107532,"서울특별시 도봉구 우이천로4길 42, 1층 (창동)",라파온누리약국,02-995-4998,2000,2000,2000,2000,2000,1400,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,014,81,127.0416775,37.63403782,2024.12.20 17:57
C1101914,"서울특별시 송파구 송파대로 381, 형제빌딩 1층 (석촌동)",락희온누리약국,02-419-8575,2030,2030,1930,2030,1930,1500,1900,1900,0830,0830,0830,0830,0830,0830,0900,0900,056,97,127.1101699,37.50141003,2024.12.20 17:57
C1107127,"서울특별시 동대문구 전농로3길 78-1, 1층 (답십리동)",래미안약국,02-6229-1863,1800,1800,1800,1800,1800,1300,1900,1900,0900,0900,0900,0900,0900,0900,0900,0900,025,99,127.0561213,37.57128588,2024.12.20 17:57
C1102011,서울특별시 영등포구 당산로 214,래미안온누리약국,02-2675-5250,2200,2200,2200,2200,2200,2200,1700,1700,0830,0830,0830,0830,0830,0830,0930,1000,072,14,126.902834,37.53293123,2024.12.20 17:57
C1109747,"서울특별시 서초구 효령로 120, 1층 102호 (방배동)",럭키약국,02-598-7588,1900,1900,1900,1900,1900,1400,1700,1700,0900,0900,0900,0900,0900,0900,0930,1000,066,95,126.9974964,37.48108004,2024.12.20 17:57
C1109982,"서울특별시 강동구 천호대로 1053, 이안 강동 컴홈스테이 1차 (천호동)",럭키약국,02-6053-0533,1830,2000,1830,2000,1830,1330,1700,1700,0800,0800,0800,0800,0800,0800,0930,1000,053,36,127.1289704,37.53738578,2024.12.20 17:57
C1110365,"서울특별시 마포구 홍익로6길 8, 지1층 (동교동)",레디영약국,02-332-7636,2100,2100,2100,2100,2100,1900,1900,2100,1000,1000,1000,1000,1000,1000,1000,1000,040,50,126.9225085,37.55490692,2024.12.20 17:57
C1104355,"서울특별시 광진구 아차산로 478, 4층 (구의동,그레이스빌딩)",레몬약국,02-452-7736,1900,1900,1900,1900,1900,1400,1900,2100,0830,0830,0830,0830,0830,0830,1000,1000,051,17,127.0950338,37.54031793,2024.12.20 17:57
C1108641,"서울특별시 서대문구 통일로 510, 상가동 지2층 107호 (홍은동, 북한산 더샵)",레몬약국,02-391-0199,1900,1900,1900,1900,1900,1400,1900,2100,0900,0900,0900,0900,0900,0900,1000,1000,036,15,126.9411674,37.59457019,2024.12.20 17:57
C1103736,서울특별시 양천구 목동서로 49 (목동),레스큐약국,02-2653-2119,1900,1900,1900,1900,1900,1400,1900,2100,0900,0900,0900,0900,0900,0900,1000,1000,079,84,126.8805039,37.53707427,2024.12.20 17:57
C1103832,"서울특별시 금천구 가산디지털1로 131, 117-1호 (가산동, BYC하이시티)",레아약국,02-6947-7772,2000,2000,2000,2000,2000,1400,1900,2100,0830,0830,0830,0830,0830,0830,1000,1000,085,06,126.88088354277965,37.476709953642945,2024.12.20 17:57
C1108278,"서울특별시 강남구 강남대로 470, 808타워 5층 502호 (역삼동)",레이첼약국,02-6013-9151,2100,2100,2100,2100,2100,1700,1700,1730,1000,1000,1000,1000,1000,1000,1000,1000,061,23,127.0250612,37.50432935,2024.12.20 17:57
C1107421,"서울특별시 송파구 석촌호수로 135, 레이크팰리스 A동 122호 (잠실동)",레이크이화약국,070-4897-7137,1900,1900,1900,1900,1900,1400,1700,1730,0900,0900,0900,0900,0900,0900,1000,1000,056,07,127.0923856,37.50757193,2024.12.20 17:57
C1101517,"서울특별시 강남구 선릉로 225, 313호 (도곡동, 도곡렉슬상가)",렉슬3층사랑약국,02-573-2745,1900,1900,1900,1900,1900,1500,1400,1730,0900,0900,0900,0900,0900,1000,0900,1000,062,76,127.05272,37.49536487,2024.12.20 17:57
C1110031,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 4층 405-1호 (도곡동)",렉슬4층약국,02-574-6674,1910,1910,1910,1910,1910,1410,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,062,76,127.05272,37.49536487,2024.12.20 17:57
C1102777,서울특별시 중랑구 면목로 330 (면목동),로데오약국,02-495-1977,1900,1900,1900,1900,1900,1410,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,022,14,127.0887064,37.58131594,2024.12.20 17:57
C1101947,서울특별시 강남구 선릉로 823  (신사동),로데오약국,02-540-4091,2030,2030,2030,2030,2030,1800,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,060,18,127.0393425,37.52563554,2024.12.20 17:57
C1100140,"서울특별시 관악구 난곡로 349, 1층 102호 (신림동)",로뎀약국,02-863-8975,1930,1930,1930,1930,1930,1430,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,087,01,126.9136544,37.48508531,2024.12.20 17:57
C1110015,"서울특별시 관악구 난곡로 349, 1층 102호 (신림동)",로뎀약국,02-863-8975,1930,1930,1930,1930,1930,1430,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,087,01,126.9136544,37.48508531,2024.12.20 17:57
C1110044,서울특별시 영등포구 국회대로37길 25 (당산동4가),로얄약국,02-2633-2822,1830,1830,1830,1830,1830,1400,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,072,20,126.9005783,37.52900865,2024.12.20 17:57
C1104172,"서울특별시 영등포구 국회대로37길 25, (당산동4가)",로얄약국,02-2633-2822,1830,1830,1830,1830,1830,1300,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,072,20,126.9005783,37.52900865,2024.12.20 17:57
C1103444,"서울특별시 중랑구 망우로 247, 로얄스포츠센터 1층 (중화동)",로얄약국,02-2207-2080,1900,1900,1900,1900,1900,1530,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,021,17,127.0795771,37.59532179,2024.12.20 17:57
C1110159,"서울특별시 동대문구 왕산로 200, 518호 (전농동)",롯데온누리약국,02-2184-4575,2000,1900,2000,1900,2000,1600,1330,1730,0900,0900,0900,0900,0900,0900,0830,1000,025,59,127.0461612,37.57989018,2024.12.20 17:57
C1109245,"서울특별시 금천구 시흥대로 291, 268호 (독산동, 금천롯데캐슬골드파크3차)",롯데프라자약국,02-6012-9988,1900,1900,1900,1900,1900,1400,1330,1730,0830,0830,0830,0830,0830,0830,0830,1000,086,08,126.8966992,37.45995605,2024.12.20 17:57
C1109284,"서울특별시 마포구 양화로 지하 55, 합정역 B1  238-105호 (서교동)",롱약국,070-8098-4603,2225,2225,2225,2225,2225,2230,2200,2230,0800,0800,0800,0800,0800,1000,1000,1000,040,37,126.9146382,37.55011521,2024.12.20 17:57
C1108309,"서울특별시 강남구 논현로 823, 101호 (신사동)",루비약국,02-542-1215,2100,2100,2100,2100,2100,1900,2200,2230,0900,0900,0900,0900,0900,0900,1000,1000,060,32,127.0279428,37.52191423,2024.12.20 17:57
C1108004,"서울특별시 송파구 올림픽로35다길 42, 한국루터회관 1층 (신천동)",루터약국,02-6424-7050,1830,1830,1830,1830,1830,1600,2200,2230,0900,0900,0900,0900,0900,0900,1000,1000,055,10,127.1030689,37.51525352,2024.12.20 17:57
C1109630,"서울특별시 송파구 삼전로 66, SM76(순명빌딩) 1층 102호 (삼전동)",르네약국,02-421-2110,2000,2000,2000,2000,1900,1400,1300,2230,0900,0900,0900,0900,0900,0900,0900,1000,056,06,127.0886006,37.50448673,2024.12.20 17:57
C1110251,"서울특별시 강남구 학동로6길 36, 101호 (논현동)",르셀약국,0507-1364-3918,1900,1900,1900,1900,1900,1600,1300,2230,1000,1000,1000,1000,1000,1000,0900,1000,061,14,127.0254684,37.50978782,2024.12.20 17:57
C1108373,"서울특별시 강남구 학동로 215, 101호,107호 (논현동)",르씨엘약국,02-540-0047,2200,2200,2200,2200,2200,1730,1730,2230,0830,0830,0830,0830,0830,0900,0930,1000,060,52,127.0325682,37.51487477,2024.12.20 17:57
C1107292,서울특별시 마포구 서강로 133 병우빌딩 4층,르호봇약국,02-3141-7891,1800,1800,1800,1800,1800,1730,1730,2230,0900,0900,0900,0900,0900,0900,0930,1000,040,58,126.9352663,37.55441139,2024.12.20 17:57
C1109354,"서울특별시 서초구 강남대로 349, 우남빌딩 6층 (서초동)",리더스약국,02-522-0121,1900,2000,2000,1800,2000,1600,1730,2230,0930,0930,1100,0900,0930,0900,0930,1000,066,26,127.0288438,37.49390699,2024.12.20 17:57
C1102007,"서울특별시 금천구 벚꽃로 286, 삼성리더스타워 1층 110-1호 (가산동)",리더스약국,02-835-1157,2030,2030,2030,2030,2030,1500,1730,2230,0830,0830,0830,0830,0830,0830,0930,1000,085,11,126.8841211,37.48039389,2024.12.20 17:57
C1102667,"서울특별시 관악구 은천로 109, 1층 (봉천동)",리드팜힘찬약국,02-885-7422,2130,2130,2130,2130,2130,2110,1900,2230,0830,0830,0830,0830,0830,0840,1300,1000,087,29,126.9474788,37.48699766,2024.12.20 17:57
C1109060,서울특별시 강남구 도산대로 138 (논현동),리본약국,02-543-9005,2100,2100,2100,2100,2100,1700,1900,2230,1000,1000,1000,1000,1000,1000,1300,1000,060,39,127.0237862,37.51743229,2024.12.20 17:57
C1103960,"서울특별시 송파구 올림픽로 145, 리센츠 3층 3A36호 (잠실동)",리센츠약국,02-421-3610,1900,1900,1900,1900,1900,1500,1900,2230,0830,0830,0830,0830,0830,0830,1300,1000,055,02,127.0870419,37.51198046,2024.12.20 17:57
C1100053,"서울특별시 강동구 상일로 74, 상가2동 2층 203호 (상일동, 고덕리엔파크3단지아파트)",리엔약국,02-441-9377,2000,2000,2000,2000,2000,1400,1900,2230,0900,0900,0900,0900,0900,0900,1300,1000,052,87,127.1747855,37.55136837,2024.12.20 17:57
C1109068,"서울특별시 서초구 반포대로18길 36, 상가동 104호 (서초동, 서초센트럴IPARK)",리즈약국,02-521-8887,2100,2100,2100,2100,2100,2100,2100,1600,0900,0900,0900,0900,0900,0900,1500,1030,066,52,127.0114685,37.48720953,2024.12.20 17:57
C1103272,"서울특별시 중구 남대문로9길 40, 센터플레이스(Center Place) 108-1호 (다동)",홍신약국,02-776-5117,2030,2030,2030,2030,2030,1300,1800,2310,0830,0830,0830,0830,0830,0930,0900,1200,045,22,126.9803688,37.5671421,2024.12.20 17:57
C1109169,"서울특별시 서초구 강남대로 563, 1층 (잠원동)",릴리약국,02-511-5630,1900,1900,1900,1900,1930,1600,2100,1600,0900,0900,0900,0900,0900,0900,1500,1030,065,31,127.0204315,37.51194616,2024.12.20 17:57
C1109020,"서울특별시 강서구 마곡서로 157, 스프링파크타워 208-2호 (마곡동)",마곡나루약국,070-4352-4547,1910,1910,1910,1910,1910,1400,2100,1600,0900,0900,0900,0900,0900,0900,1500,1030,075,95,126.8246147,37.56817574,2024.12.20 17:57
C1110092,"서울특별시 강서구 마곡중앙5로 지하2, 마곡나루역(9호선) 임대상가 3번호 (마곡동)",마곡드림약국,02-3663-4280,2200,2200,2200,2200,2200,2200,2030,1600,0700,0700,0700,0700,0700,1000,1000,1030,077,88,126.8275182,37.56679303,2024.12.20 17:57
C1107229,"서울특별시 강서구 마곡중앙5로 81, 107, 108호 (마곡동, 에스비타운)",마곡메디칼약국,02-2665-7585,2100,2100,1900,2100,2100,1500,1300,1600,0830,0830,0830,0830,0830,0830,0900,1030,075,99,126.8185972,37.56711708,2024.12.20 17:57
C1108046,"서울특별시 강서구 강서로 463, 새싹타워 1층 (마곡동)",마곡새봄약국,02-2659-6470,1900,1900,1900,1900,1900,1500,1300,1600,0730,0730,0730,0730,0730,0800,0900,1030,077,91,126.8404463,37.56694636,2024.12.20 17:57
C1107815,서울특별시 강서구 마곡중앙5로 6 2층 233호,마곡소망약국,02-3662-6111,2030,2030,2030,2030,2030,1700,1300,1600,0900,0900,0900,0900,0900,0900,0900,1030,077,88,126.8275549,37.56731404,2024.12.20 17:57
C1108735,"서울특별시 강서구 공항대로 168, 1층 106-1호 (마곡동)",마곡스타약국,02-6407-3535,2000,2000,2000,2000,2000,1500,1300,1600,0900,0900,0900,0900,0900,0900,0900,1030,078,07,126.826137,37.55927364,2024.12.20 17:57
C1107582,"서울특별시 강서구 방화대로 294, 마곡더블유타워 114, 115호 (마곡동)",마곡열린약국,02-2661-8171,2000,2000,2000,2000,2000,1400,1300,1500,0900,0900,0900,0900,0900,0900,0900,0900,075,99,126.8170516,37.56699622,2024.12.20 17:57
C1109643,"서울특별시 강서구 공항대로 228, 1층 110호 (마곡동)",마곡온약국,02-6953-2122,2000,2000,2000,2000,2000,1400,1300,1500,0830,0830,0830,0830,0830,0900,0900,0900,078,06,126.8326742,37.55863275,2024.12.20 17:57
C1107242,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 105~106호 (마곡동)",마곡프라자약국,070-8881-1122,1900,1900,1900,1900,1900,1400,1300,1400,0830,0830,0830,0830,0830,0900,0930,0900,075,99,126.8185712,37.56670772,2024.12.20 17:57
C1107816,"서울특별시 강서구 강서로 385, 106호 (마곡동, 우성에스비타워)",마곡하나약국,02-3664-0319,2100,2100,2100,2100,2100,1700,1415,1420,0830,0830,0830,0830,0830,0830,0900,0900,078,03,126.8383041,37.56009264,2024.12.20 17:57
